y_train,lgb
0,0.1429183578095895
0,0.1648975451285013
1,0.9459993280609741
0,0.12592011174845597
0,0.24765766322701446
1,0.9997638858778737
0,0.046811549031105924
1,0.9797188660648217
1,0.9443038820169957
1,0.9945958768085374
1,0.930871321704312
1,0.8577728776031386
1,0.8853986736652094
0,0.09954332035394382
0,0.1264555652131443
0,0.09142226948537317
1,0.8924399541830835
0,0.26640717314616563
1,0.9737349776640402
0,0.0494292864711098
1,0.8267534185384763
1,0.9939111529193777
1,0.9714190088333808
1,0.8958952407783992
1,0.9974063526904846
0,0.11863160684238784
0,0.031418036257748486
0,0.017368222804220488
1,0.9968403373064043
1,0.9511502266950522
1,0.9978964901421752
0,0.11907301025474884
1,0.9511501124194529
1,0.8679364579562294
1,0.9926855945961679
1,0.9291622059077631
0,0.12505735331401496
1,0.890202936857118
0,0.14271204014168576
0,0.20637021781635087
0,0.08088958497886943
1,0.9971144248999899
0,0.07373101475031484
1,0.9526118548934928
0,0.302589310877193
1,0.9879669766846532
0,0.058612147253923795
0,0.001522854259365597
1,0.9825051719083387
1,0.9984466611329426
1,0.9929119675029375
1,0.9953965535675355
0,0.17632692944724862
0,0.000697442310640545
0,0.09422878220882601
0,0.038237183163070135
0,0.001008496931015471
0,0.03723199023842291
0,0.0019401969701523115
0,0.08596744496640006
1,0.9851510718159322
1,0.9777202951688991
1,0.9854744357718458
0,0.010967719104725712
0,0.1831905072883101
1,0.9743716131616639
1,0.9693837589293901
0,0.05503369698148543
0,0.007045424879786184
1,0.8335757196594321
0,0.13157674074855852
0,0.04030566306742869
1,0.9432871135396069
1,0.915596582070791
1,0.9231554380764286
1,0.8665116941294339
1,0.9771634323331903
1,0.9207749256985965
1,0.9545102939885
0,0.005021415171107144
1,0.9974486437952058
1,0.9886901036922182
0,0.0015173737439621914
1,0.9903001995884262
1,0.9535600675022271
1,0.9333972035736183
1,0.9817678811861307
1,0.9153366585202782
1,0.9857252715092348
0,0.030271831397726576
1,0.8826076712091298
0,0.03181444249056497
1,0.9375367634681975
1,0.8586541318941839
1,0.9340032070914832
1,0.799707458653577
1,0.9661050163119687
1,0.9846603066656164
0,0.16615600357612048
0,0.003491448486260931
0,0.09348390171985811
0,0.2291468158512356
1,0.9986550815469931
1,0.956380994377915
0,0.1093271957473613
0,0.04066982920949568
1,0.9815738835983904
0,0.0021408681415006655
0,0.21122491546642852
1,0.9910394526679039
0,0.0014727912672196917
1,0.9564801140482174
0,0.008511064558681183
0,0.12438978829216706
1,0.998903660127629
1,0.9993343049541951
1,0.8585321179426352
0,0.03451102081914504
0,0.07139952798741103
1,0.9452974752012376
0,0.013492393620723107
0,0.02221947152920306
0,0.11303514615692747
1,0.9811213829017057
0,0.025230759347932518
1,0.9246756528129252
1,0.9421197990577669
0,0.11881664916436388
0,0.07063985197552985
0,0.015124040710822318
1,0.9831489997287091
0,0.25982044603891935
1,0.9789714580298681
1,0.85107000410421
1,0.8889207760934269
0,0.10150791852039688
1,0.9180756355889957
1,0.9786981465976422
1,0.9485785687346415
1,0.9978951585373261
0,0.12141887760251668
1,0.9199658318358241
0,0.0025710762432262215
0,0.03607973499695768
0,0.10192990401535966
