y_train,lgb
1,0.9772112672124753
1,0.8255518650076891
1,0.9250501240354108
0,0.05999550313388738
0,0.06445206230633713
0,0.004972208407522037
0,0.00666016567364249
1,0.9937569660798804
1,0.9280974067115783
1,0.9170113455585407
0,0.02540669620178318
1,0.9973117848387636
0,0.0006125118809234597
1,0.9779059951247656
0,0.010863145326923902
1,0.980278862205554
0,0.1302109625251651
1,0.9462430327874548
0,0.026129238243083216
0,0.024617825406676966
1,0.8328044762731939
1,0.8884857027974021
1,0.9383919298670956
1,0.9403147034778352
0,0.12831694407001906
0,0.06287092794177858
0,0.0020468332411054894
1,0.999888549288809
0,0.0005340068295155032
0,0.11063297044125392
1,0.9561525740672557
0,0.07478223969221685
1,0.9960099494484084
1,0.9835304109318868
1,0.9464919737264877
0,0.18040201484663254
1,0.9330216044852163
1,0.9939437393410426
1,0.9678269737092831
0,0.013548430723358564
0,0.11997943617991032
0,0.17352314660141488
1,0.9158191939306695
0,0.0753771817069124
1,0.9496019629589152
0,0.09625446797554205
1,0.874374824675647
0,0.04792946019925109
1,0.984053825460101
1,0.8693033784762139
0,0.0009503381099055969
1,0.99934546026158
0,0.05049710173799366
1,0.9867543038935496
1,0.9773315463124473
0,0.03198123010124818
1,0.9044705574654909
1,0.8304917061092827
1,0.9551837127926891
1,0.9341363804788416
1,0.9742243045578308
1,0.8737401951397317
1,0.7473930789605074
0,0.0019231444866555738
1,0.8908655032015437
1,0.8848021990819838
1,0.962704372541103
0,0.16155437029199618
1,0.9890694769169752
0,0.10766815774478701
1,0.9700301492528048
0,0.16186163612605323
1,0.9939286103247408
0,0.12185989396729786
1,0.9938818747445433
0,0.10760607627416383
1,0.9866381141575211
1,0.9682668659598681
0,0.09391931669088413
1,0.9999024998543858
0,0.005804946953273921
1,0.9556323093947585
1,0.9343951055378966
1,0.973344595177952
1,0.9604983306904182
1,0.9459720167315413
0,0.06642434106577622
0,0.054675986618764584
0,0.023321001057323206
1,0.8620458604742154
1,0.7462380658902337
1,0.9794794819630203
0,0.17310441185341338
0,0.002595537791386496
1,0.8290709049085119
0,0.17801544749298365
1,0.9359923711122167
1,0.9568218407211487
0,0.12703766573067504
0,0.07319823033362124
1,0.8818116501484161
0,0.03641968998633402
0,0.000922785220834037
0,0.0019296145399874233
1,0.779894957863926
1,0.9574652198734371
1,0.9947384446863647
1,0.9784939478611885
1,0.8704380960576442
1,0.993848190253332
0,0.06149990454257793
1,0.9782849223141815
0,0.0594761310372619
1,0.9997314178009161
0,0.06190326315420245
0,0.1596908456585942
1,0.9968157911108807
0,0.1491759700083673
1,0.9840399488290775
0,0.03187179677703921
1,0.8491497417418002
1,0.9888617918816324
0,0.2195999351109171
1,0.9613787170582739
1,0.9625991627526911
1,0.9721136619825703
0,0.024003309326471954
0,0.028141543025008608
1,0.9395480723264007
0,0.1405304366072588
0,0.1206266238501818
1,0.9664358717562098
0,0.152477671518618
1,0.8905004162144223
0,0.12707389257767815
0,0.021003758305515593
0,0.04014970270948126
1,0.9957273901728898
1,0.9325064335637395
1,0.9817912681235008
1,0.9076528403670877
1,0.91801805948307
1,0.9519950053029467
1,0.9998513822584368
0,0.04466694824443088
1,0.9765229725071352
0,0.03564753399250297
0,0.09923809531266758
0,0.043338118603310105
1,0.9998035010502299
1,0.9956992427641784
1,0.9906384408152484
0,0.12940044787083094
0,0.11701108667201567
1,0.9639510683288546
1,0.9805610672207775
0,0.051672867890839115
1,0.9571801005822926
0,0.003372986920739303
1,0.9746054919371141
0,0.08795532914303637
1,0.7975629661491003
1,0.9389624933444903
1,0.9587842733847606
1,0.8136558828090733
1,0.8814804419352981
1,0.991725284492324
1,0.9269125173804779
0,0.14671474014139718
0,0.08794108717205007
1,0.9343730574906578
1,0.8797652102275889
0,0.0008799543143230841
0,0.12591430560053604
1,0.9621133013546573
1,0.9706918719995505
1,0.9997252629744502
1,0.7620060818197101
1,0.9843313837799977
0,0.2233261245737466
0,0.011326902646971315
1,0.9775494089157656
1,0.9572429834870483
0,0.14954811887125524
1,0.9114657982954302
0,0.1522839548154063
1,0.9772253869987486
1,0.9760139539207788
1,0.8321721782324256
1,0.821189255353332
1,0.9781727319144304
1,0.9964997288341566
0,0.001852025777447387
1,0.9856633992821359
0,0.10862243390326703
1,0.9999560535119704
1,0.995972508707573
1,0.9772124790382736
1,0.9461611305804262
0,0.054086751607219805
1,0.8458879170869439
1,0.8889180314690162
0,0.09089617418536208
1,0.95533805120322
1,0.9184463033415761
0,0.1373221937810304
1,0.9711030392210211
1,0.9730351976862208
1,0.9830109586312057
1,0.9205960649466896
1,0.9575786754500555
1,0.9510515588705291
1,0.9301556976076816
0,0.1996141427582307
0,0.11035461298507034
1,0.9957508329699095
0,0.04513533401477813
0,0.19310297825091904
0,0.4051118359320573
0,0.04921918391794018
1,0.9926151191288638
0,0.0036229343030855805
0,0.006961396814344525
1,0.9702294431357861
1,0.9996446439024956
0,0.09525446669721345
1,0.998789075124557
1,0.8945589154570854
1,0.8168432411097716
1,0.8300669087462218
1,0.9959142260838836
1,0.8852540404519958
1,0.9700558383345625
0,0.015749306296631342
0,0.05740473960664527
1,0.9319461794840054
0,0.023474556700198344
1,0.9467543133712912
0,0.07996263229624147
1,0.9644606374616195
1,0.982555460059791
0,0.0640559670548818
0,0.040914101669046514
0,0.1207855280034496
1,0.9098271612939494
1,0.8957449608035898
1,0.9481428351946014
1,0.9547757789388314
0,0.03115356149107262
1,0.9345877560918943
1,0.8620623483685335
1,0.969715615871314
1,0.9379948293689773
1,0.9820826133942231
0,0.0922549338734148
0,0.01598904754984076
1,0.9937671621873839
1,0.9408161362409345
1,0.9664075626555759
0,0.029046402866146435
1,0.9290384543082157
1,0.9831323311776319
1,0.8580163118357039
0,0.10418956627982882
1,0.98552714510978
1,0.9988356045921494
0,0.0028466513832212316
1,0.9239928285822715
1,0.9836607016122428
0,0.01194685603661825
0,0.05590444999513665
0,0.1209164017957417
1,0.9758826998359216
1,0.9733882388883677
1,0.9062105732114509
0,0.01610106265993589
1,0.9950618365554499
0,0.047869409734102954
1,0.9620329179825851
0,0.04357357974105092
1,0.8561948389050517
0,0.07983559782605255
1,0.9671691685628339
1,0.9309037487922036
1,0.9959132814092306
0,0.0036401407128009646
0,0.041115157987225676
0,0.16681498057871816
1,0.8943576331923786
0,0.08389037473928813
1,0.9035607227324125
1,0.8406517361399815
1,0.993665236748151
0,0.17940034806300345
0,0.01240815119771046
1,0.9412741547603537
0,0.06536538223512371
1,0.9727046404287368
1,0.950715440136982
0,0.08246344179743763
0,0.08134479884078122
1,0.8674996716574511
0,0.10241807524735845
0,0.08503702343865088
1,0.9447069912169912
0,0.003736029373670295
1,0.9898595376830864
0,0.1724588775288284
1,0.829946038301622
1,0.976066338858648
0,0.12040453396566271
0,0.00357299006838723
1,0.9276724647086199
1,0.9825594033044939
1,0.8801336776996062
1,0.9464418470402325
0,0.0758948761434673
0,0.03003605155885915
0,0.029474295536427126
1,0.9993278755600327
0,0.14185761042719153
1,0.9373176733041949
1,0.9460530229117292
0,0.1241484675031758
1,0.9644291246576778
0,0.027470511924896125
1,0.9796566754608026
0,0.010144551756566544
0,0.030696624004833976
0,0.03263043357780603
1,0.9485345392880015
1,0.8219139604301902
1,0.9919338748463424
1,0.9917044971402262
1,0.8933127418360629
0,0.1623657960308294
1,0.9157306401958133
0,0.021956565944172144
0,0.057576221726486916
1,0.9966462161507679
1,0.8939159206424493
1,0.7449240438696372
1,0.9769059650254847
1,0.8443730806069807
1,0.9255121396509565
1,0.9298074636664014
1,0.9931561166651783
0,0.11264492206621438
0,0.028496287570322795
0,0.06170055308149066
0,0.04825201260626007
1,0.9976669724975413
1,0.9417171081226994
1,0.7618332572532405
0,0.3244104191826191
1,0.9528418001666753
1,0.9169477106788484
1,0.9155656228163358
0,0.024978930642078016
0,0.01245707481857636
1,0.9836475409897562
1,0.9527536703252079
1,0.6851695561681922
0,0.14516961888257998
0,0.019480442430109733
0,0.18805197178875538
0,0.0578243825216865
0,0.12926933237415583
1,0.8767202370114019
0,0.0033105975535941854
0,0.05480211120148332
1,0.9182443459974586
0,0.08421623196188181
0,0.026358130084976887
1,0.9240661720523494
0,0.009835337909508295
0,0.10333879673041815
1,0.9885211203297821
1,0.7453245035028377
0,0.1318355603515715
1,0.9619064542850626
1,0.8290056801318176
1,0.9824234227458443
1,0.9801670903986162
1,0.9100785360085692
0,0.24442641043177082
1,0.9512046014752177
0,0.0030084358692195295
0,0.08854961771091306
1,0.9946707734557526
0,0.13772956523601923
1,0.9780676280725725
0,0.0878931798247804
1,0.9795424813146428
1,0.9687618074283092
0,0.11558918296817283
1,0.8558363072529708
1,0.9356843895565532
0,0.07188072015428577
1,0.9005962172233467
0,0.06368114472928303
0,0.06662226345164414
1,0.9415482631084057
0,0.0859867665221042
0,0.1599197056151865
0,0.016631898445900146
0,0.06129316944121415
0,0.07892193528141399
1,0.8465251942335124
0,0.0475165673597827
0,0.0011574576677650086
1,0.974676055438873
1,0.9584608779269362
1,0.9676894226830661
0,0.02724610726612958
1,0.9954693383827177
0,0.022047535803527966
0,0.011665563779127343
0,0.0017049092261325444
1,0.9167740038990042
