y_train,node
1,0.8366394639015198
1,0.42470377683639526
1,0.7408267259597778
0,0.34708383679389954
0,0.2984476387500763
0,0.23284713923931122
0,0.22088485956192017
1,0.7577972412109375
1,0.5955379009246826
1,0.6341466307640076
0,0.6908314824104309
1,0.8327421545982361
0,0.21143192052841187
1,0.7213060855865479
0,0.24464020133018494
1,0.6966351866722107
0,0.3276006877422333
1,0.5046767592430115
0,0.2934552729129791
0,0.2142542600631714
1,0.604367196559906
1,0.343121737241745
1,0.6599542498588562
1,0.6631442904472351
0,0.46821609139442444
0,0.297782301902771
0,0.2158588171005249
1,0.7766079306602478
0,0.36641818284988403
0,0.3987421691417694
1,0.7075873613357544
0,0.838573694229126
1,0.8390364050865173
1,0.8333974480628967
1,0.709692656993866
0,0.5651856660842896
1,0.5238283276557922
1,0.8287975192070007
1,0.8372830152511597
0,0.6120766997337341
0,0.7253740429878235
0,0.24915048480033875
1,0.6948183178901672
0,0.6665961146354675
1,0.5188302397727966
0,0.5292821526527405
1,0.744824230670929
0,0.21568039059638977
1,0.3615739643573761
1,0.5791783928871155
0,0.22126582264900208
1,0.8522529602050781
0,0.5932652354240417
1,0.6665621995925903
1,0.8311556577682495
0,0.22527992725372314
1,0.3857203423976898
1,0.22671659290790558
1,0.7327562570571899
1,0.8340568542480469
1,0.48135969042778015
1,0.7966475486755371
1,0.3030364513397217
0,0.25671812891960144
1,0.6972149014472961
1,0.5111104846000671
1,0.8317485451698303
0,0.512845516204834
1,0.8183068037033081
0,0.40714871883392334
1,0.725465714931488
0,0.7224518656730652
1,0.8504244685173035
0,0.2611933648586273
1,0.6392763257026672
0,0.6991634368896484
1,0.785563588142395
1,0.7143146395683289
0,0.6611904501914978
1,0.8153278231620789
0,0.2105015069246292
1,0.4873335063457489
1,0.5641681551933289
1,0.6862501502037048
1,0.771173357963562
1,0.6511059403419495
0,0.39172545075416565
0,0.48488864302635193
0,0.2986001670360565
1,0.6149381995201111
1,0.28347060084342957
1,0.7230730652809143
0,0.7621546387672424
0,0.23775982856750488
1,0.7666885852813721
0,0.780397891998291
1,0.4053892493247986
1,0.6885626316070557
0,0.5430101156234741
0,0.32827022671699524
1,0.6658931970596313
0,0.25137922167778015
0,0.30725497007369995
0,0.24284106492996216
1,0.3080044090747833
1,0.8500410318374634
1,0.823535144329071
1,0.8074631690979004
1,0.37260496616363525
1,0.7327702045440674
0,0.23926220834255219
1,0.724987804889679
0,0.3629162907600403
1,0.8120413422584534
0,0.5241209864616394
0,0.439609169960022
1,0.7813924551010132
0,0.5700712203979492
1,0.7241073250770569
0,0.5233686566352844
1,0.8051163554191589
1,0.7899506688117981
0,0.7158927321434021
1,0.6204410195350647
1,0.8067343235015869
1,0.7881881594657898
0,0.6351026892662048
0,0.3894481956958771
1,0.7375226616859436
0,0.7015700340270996
0,0.37439432740211487
1,0.836228609085083
0,0.46858662366867065
1,0.22592580318450928
0,0.695435106754303
0,0.20536905527114868
0,0.26244884729385376
1,0.8298566341400146
1,0.8323370814323425
1,0.7657245993614197
1,0.3814360797405243
1,0.2880307734012604
1,0.3860413432121277
1,0.8609563112258911
0,0.7114163637161255
1,0.8115254044532776
0,0.42205190658569336
0,0.7175697088241577
0,0.45310160517692566
